id,Per. Ingresso,Curso,Forma de Ingresso,Sigla Cota,Escola Pública?,Coeficiente,Sexo,Idade,Situação Atual do Aluno,Período do Aluno,Em que localidade da cidade seu domicílio se encontra?,Necessita de trabalhar durante o curso?,Como pretende se locomover até a UTFPR durante o seu curso?,Motivo que o levou a escolher a UTFPR?,Principal motivo da escolha do curso:,Aprovado por Nota/Frequência,Reprovado por Nota/Frequência,Crédito Consignado,Reprovado por Nota,Aprovado em Exame de Suficiência,Aprovado por Nota,Reprovado por Frequência,Reprovado em Exame de Suficência,Reprovado,Aprovado por Frequência
eggxkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6088,M,22,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,9,2,2,2,0,0,0,0,0,0
7gqqkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8673,M,23,Afastado,8,Conjunto habitacional.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,39,0,26,0,2,0,0,0,0,0
ywwqkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.3708,M,24,Transferido,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,16,15,11,14,0,0,0,0,0,0
wbppkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3456,M,23,Desistente,1,Bairro na periferia da cidade.,Não.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,7,8,3,2,0,0,0,0,0,0
1x74gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.374,M,24,Desistente,1,Bairro na região central da cidade.,Não sabe.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,15,9,12,13,0,0,0,0,0,0
97xdqx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4181,M,25,Desistente,2,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,14,10,10,15,0,0,0,0,0,0
gor4gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3973,M,23,Desistente,3,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,19,13,13,11,1,0,0,0,0,0
ymrtin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4774,M,23,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,9,1,7,5,0,0,0,0,0,0
aecp+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3861,M,23,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,7,4,0,6,0,0,0,0,0,0
tg+d38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3809,M,23,Transferido,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,19,15,12,11,0,0,0,0,0,0
9it9nz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7244,M,24,Formado,8,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,46,0,23,4,1,1,0,0,0,0
n53d38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7377,M,30,Formado,8,Bairro na periferia da cidade.,Não.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,43,2,29,4,3,1,0,0,0,0
w1+stw,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3237,M,23,Regular,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,15,16,13,20,0,0,0,0,0,0
d9qqin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5028,M,24,Regular,5,Condomínio residencial fechado.,Não.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,31,5,25,21,0,0,0,0,0,0
5xsxin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6339,F,22,Afastado,8,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,44,2,28,8,1,0,1,0,0,0
6kd3gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.445,M,23,Desistente,4,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão que promete boa renda financeira.,26,15,19,10,0,0,0,0,0,0
so+stw,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7791,M,24,Afastado,8,Bairro na periferia da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,Outro motivo. Qual?,39,0,26,0,1,0,0,0,0,0
4ian38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6072,M,23,Formado,8,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,40,13,28,6,2,1,0,0,0,0
crep1n,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5352,F,22,Regular,5,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,29,4,11,13,0,0,0,0,0,0
xp4fdz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6036,M,21,Regular,8,Conjunto habitacional.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,40,6,15,10,1,0,0,0,0,0
45g7hc,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7376,M,26,Regular,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,38,6,20,1,2,0,0,0,0,0
wqtxs8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3239,M,23,Regular,2,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,20,24,12,17,0,0,1,0,0,0
5xa838,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6802,M,23,Regular,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,45,4,23,1,1,0,0,0,0,0
wd+a1n,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7044,M,23,Regular,8,Condomínio residencial fechado.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,45,1,21,5,1,0,0,0,0,0
+ehs7t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.549,M,31,Regular,5,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,32,0,15,20,0,0,0,0,0,0
xf6z8k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3387,M,21,Regular,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,16,10,9,13,0,0,0,0,0,0
qwot+t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0,M,23,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,0,6,0,0,0,0,0,0,0,0
a+rgdz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7095,M,23,Regular,8,Condomínio residencial fechado.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,47,1,26,3,1,0,0,0,0,0
7mhgqx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7792,M,22,Regular,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,44,0,18,2,2,0,0,0,0,0
tgb7hc,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6684,M,27,Regular,8,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão com bom mercado de trabalho.,44,6,23,2,0,0,0,0,0,0
9s3iqw,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5604,M,26,Regular,5,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,31,7,12,12,1,0,0,0,0,0
b97a1n,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.441,M,22,Regular,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,26,2,16,17,1,0,0,0,0,0
f7gcmx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5389,M,23,Regular,5,Bairro na periferia da cidade.,Não sabe.,De automóvel próprio.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,31,7,15,8,0,0,0,0,0,0
+z5pmx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5237,M,22,Transferido,2,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,4,0,0,2,0,0,0,0,0,0
nmqz1n,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2993,M,23,Desistente,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,4,0,0,0,0,0,0,0,0
yad7gf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.137,M,22,Desistente,1,Conjunto habitacional.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,Horário mais compatível com outras atividades.,0,5,1,0,0,0,0,0,0,0
bjht+t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6604,M,22,Desistente,2,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,5,0,0,1,0,0,0,0,0,0
o1ot+t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6037,M,25,Desistente,3,Bairro na periferia da cidade.,Não sabe.,A pé.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,0,1,4,0,0,0,0,0,0
aigps8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6571,M,23,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,10,0,4,3,0,0,0,0,0,0
w8hgqx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4695,M,22,Transferido,2,Condomínio residencial fechado.,"Sim, desde o início, em período parcial.",A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,7,7,0,0,0,0,0,0,0,0
5dmz8k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5984,M,21,Desistente,2,Condomínio residencial fechado.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,17,0,1,6,0,0,0,0,0,0
e+xymx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2739,M,25,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,8,0,4,0,0,0,0,0,0
yejs7t,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2889,M,21,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,5,4,0,4,0,0,0,0,0,0
93scs8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4237,M,22,Desistente,2,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,8,5,0,8,0,0,0,0,0,0
k5eps8,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.3535,M,21,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,5,5,0,10,0,0,0,0,0,0
hk1nrf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.3381,M,23,Desistente,1,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,8,6,6,7,0,0,0,0,0,0
1bhz8k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.1811,M,23,Desistente,1,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,2,12,0,3,0,0,0,0,0,0
qcob4c,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.3244,M,26,Desistente,1,Bairro na periferia da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,7,4,5,8,0,0,0,0,0,0
rpbnrf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2513,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,6,11,0,8,0,0,0,0,0,0
m117hc,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4844,M,22,Desistente,2,Bairro na periferia da cidade.,Não.,A pé.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,4,0,0,2,0,0,0,0,0,0
56gcmx,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4077,M,22,Desistente,1,Condomínio residencial fechado.,Não sabe.,A pé.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão de acordo com as minhas aptidões.,4,1,2,5,0,0,0,0,0,0
ujerrf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.5901,M,22,Regular,5,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,26,6,14,6,1,0,1,0,0,0
84e6gf,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.44,M,26,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,5,4,0,4,0,0,0,0,0,0
jy138k,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6201,M,23,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,14,0,11,8,0,0,0,0,0,0
s+rmyz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.1852,M,22,Desistente,1,Condomínio residencial fechado.,Não sabe.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,11,1,7,0,0,0,0,0,0
6n7t+t,1,Ciência Da Computação,Transferência,Não cotista,Escola Pública,0.8624,M,27,Formado,8,Bairro na periferia da cidade.,Não sabe.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,26,0,55,0,0,1,0,0,0,0
acwuin,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4583,M,22,Regular,4,Bairro na periferia da cidade.,Não sabe.,De ônibus.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão de acordo com as minhas aptidões.,20,12,13,1,0,0,0,0,0,0
fh3cyz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6701,M,22,Formado,8,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,"É pouco procurada, o que torna fácil a classificação.",O curso prepara para uma profissão de acordo com as minhas aptidões.,44,4,27,4,1,1,0,0,0,0
ytwuin,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.8099,M,24,Formado,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,42,0,31,0,1,1,0,0,0,0
woqyxw,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7008,F,29,Desistente,3,Bairro na região central da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",O curso prepara para uma profissão de acordo com as minhas aptidões.,19,3,16,1,0,0,0,0,0,0
rx4fdz,1,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7405,M,23,Formado,8,Bairro na periferia da cidade.,Não.,De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão que promete boa renda financeira.,37,0,29,1,1,0,0,0,0,0
+nt1+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7826,F,21,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a que oferece o horário adequado.,O curso prepara para uma profissão com bom mercado de trabalho.,0,0,5,0,0,0,0,0,0,0
1+48dz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.0667,F,21,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,"Fácil acesso. (proximidade da residência, condução, etc.).",Outro motivo. Qual?,0,6,0,0,0,0,0,0,0,0
mh3r7c,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6549,M,27,Regular,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,37,3,10,5,0,0,0,0,0,0
yc47tw,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.4479,M,28,Regular,3,Bairro na região central da cidade.,Não sabe.,De ônibus.,"É pouco procurada, o que torna fácil a classificação.",O curso prepara para uma profissão de acordo com as minhas aptidões.,23,23,7,10,0,0,1,0,0,0
wh8zkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5932,M,24,Regular,6,Bairro na periferia da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,33,6,11,12,0,0,0,0,0,0
r+fs+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4252,M,22,Regular,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,19,9,6,19,0,0,0,0,0,0
srk9hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6972,F,22,Regular,8,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,44,2,14,1,0,0,0,0,0,0
jc86hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5734,M,22,Regular,7,Bairro na periferia da cidade.,Não sabe.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,32,3,11,10,0,0,0,0,0,0
adswkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.6875,M,22,Regular,8,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,39,3,15,1,0,0,0,0,0,0
fzh8qx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6844,M,22,Regular,6,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,36,1,11,8,0,0,0,0,0,0
68wu+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4782,M,23,Regular,3,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,19,4,14,22,0,0,0,0,0,0
wk86hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6178,M,22,Regular,7,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,35,1,11,7,0,0,0,0,0,0
mz11+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.6365,M,21,Regular,8,Bairro na periferia da cidade.,Não.,A pé.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,36,1,12,6,1,1,0,0,0,0
+4biin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.7976,M,22,Regular,8,Outro,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,47,0,19,0,0,0,0,0,0,0
3ej9gf,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.6367,M,25,Regular,8,Bairro na região central da cidade.,"Sim, apenas nos últimos anos.",De ônibus.,Satisfaz as condições socioeconômicas da família.,O curso prepara para uma profissão que promete boa renda financeira.,36,5,11,6,0,0,0,0,0,0
68e6tw,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.81,M,22,Desistente,2,Bairro na região central da cidade.,Não sabe.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,6,0,0,0,0,0,0,0,0,0
kte9hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.4141,M,27,Desistente,1,Condomínio residencial fechado.,Não sabe.,Através de algum familiar que possui automóvel.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,0,0,3,0,0,0,0,0,0
stmj38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.7271,M,23,Regular,8,Bairro na periferia da cidade.,"Sim, desde o início, em período parcial.",De ônibus.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão com bom mercado de trabalho.,41,0,11,4,0,0,0,0,0,0
w49j38,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.8289,M,21,Desistente,3,Bairro na região central da cidade.,Não.,De ônibus.,Incerteza de ser classificado em outra instituição.,O curso prepara para uma profissão de acordo com as minhas aptidões.,13,0,11,1,0,0,0,0,0,0
w978dz,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Pública,0.5007,M,22,Desistente,1,Conjunto habitacional.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão com bom mercado de trabalho.,6,1,3,4,0,0,0,0,0,0
ddiiin,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.2029,M,22,Desistente,1,Condomínio residencial fechado.,"Sim, apenas nos últimos anos.",De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,10,0,3,0,0,0,0,0,0
t1tu+t,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5706,M,37,Desistente,2,Bairro na periferia da cidade.,"Sim, desde o início, em período integral.",Outra forma.,"Na realidade, gostaria de efetuar matrícula em outro curso.",O curso prepara para uma profissão que promete boa renda financeira.,1,4,16,0,0,0,0,0,0,0
orwwkk,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Não cotista,Escola Particular,0.764,M,22,Desistente,4,Condomínio residencial fechado.,Não.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,19,0,13,2,0,0,0,0,0,0
kutmqx,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.2111,M,22,Desistente,1,Bairro na região central da cidade.,Não sabe.,De ônibus.,É a que oferece o melhor curso pretendido.,O curso prepara para uma profissão de acordo com as minhas aptidões.,3,13,1,1,0,0,0,0,0,0
ot89hc,2,Ciência Da Computação,SISU - Sistema de Seleção Unificada,Cotista,Escola Pública,0.5215,M,23,Desistente,2,Bairro na região central da cidade.,Não.,De ônibus.,É a única na região que oferece o curso desejado.,O curso prepara para uma profissão de acordo com as minhas aptidões.,11,2,7,8,0,0,0,0,0,0
